question,record,ThemeLabel,Definition,Keywords,response
Q25,2000305,Consumerism and Waste,Participants criticize the brand for promoting consumerism and contributing to wasteful practices in the fashion industry.,"overconsumption, disposable, waste, consumer culture, throwaway",They have cheaply made clothes and products that are made by extremely underpaid workers and they contribute to the overproduction of cheap throw away clothing.
Q25,1000151,Pricing Issues,"Participants express concerns about the pricing strategies of the brand, including perceived unfair pricing and hidden costs.","cheap, pricing, hidden costs, value, expensive",I think they have cheap clothing. Its just not worth the effort to order from companies like that and that may be why Su is like Kohls or closing because they like the business because of Shane.
Q25,1001479,Pricing Issues,"Participants express concerns about the pricing strategies of the brand, including perceived unfair pricing and hidden costs.","cheap, pricing, hidden costs, value, expensive","It is a total rip off. It advertises cheap prices, yet their prices constantly change. I feel it is a scam. An example would be I tried making my first purchase- a toddler outfit. Price was advertised at $7.99. I put it in my cart and the outfit is now $14.99. Add the cost of shipping and tax, it was no longer a bargain, so I would rather visit a local store to make my purchase."
Q25,1001773,Pricing Issues,"Participants express concerns about the pricing strategies of the brand, including perceived unfair pricing and hidden costs.","cheap, pricing, hidden costs, value, expensive",It can be expensive
Q25,2000088,Pricing Issues,"Participants express concerns about the pricing strategies of the brand, including perceived unfair pricing and hidden costs.","cheap, pricing, hidden costs, value, expensive", 
Q25,2000914,Pricing Issues,"Participants express concerns about the pricing strategies of the brand, including perceived unfair pricing and hidden costs.","cheap, pricing, hidden costs, value, expensive","They are selling so much at cheap prices, people are discarding clothing in large amounts resulting in tons of clothing being shipped to countries that end up in the waste systems."
Q25,1000099,Product Misrepresentation,Participants report experiences of products not matching their descriptions or expectations based on online representations.,"misleading, not as described, discrepancy, expectations, poor fit", 
Q25,1000296,Product Misrepresentation,Participants report experiences of products not matching their descriptions or expectations based on online representations.,"misleading, not as described, discrepancy, expectations, poor fit",Their products are cheaply produced and they unwittingly sell counterfeit products with stolen artwork.
Q25,1000591,Product Misrepresentation,Participants report experiences of products not matching their descriptions or expectations based on online representations.,"misleading, not as described, discrepancy, expectations, poor fit",what i order from them was ver cheap looking  and the size  wereen't true to fit
Q25,1000740,Product Misrepresentation,Participants report experiences of products not matching their descriptions or expectations based on online representations.,"misleading, not as described, discrepancy, expectations, poor fit","I feel like most of their products are low quality, and you don't really realize it until you get the product and find, while it matches the description, it is very poorly made."
Q25,2000049,Product Misrepresentation,Participants report experiences of products not matching their descriptions or expectations based on online representations.,"misleading, not as described, discrepancy, expectations, poor fit",Cheap and poorly made items that dont resemble the product web page
Q25,2000914,Product Misrepresentation,Participants report experiences of products not matching their descriptions or expectations based on online representations.,"misleading, not as described, discrepancy, expectations, poor fit","They are selling so much at cheap prices, people are discarding clothing in large amounts resulting in tons of clothing being shipped to countries that end up in the waste systems."
Q27,1000050,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Not independent
Q27,1000058,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Cheap Chinese products
Q27,1000068,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",They have cheap products like temu from china
Q27,1000091,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit","I dont like buying cheap fast fashion clothing or plastic junk that will break after one use. I prefer to buy fewer, higher quality items that are durable and will last."
Q27,1000104,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",The items are overproduced and become junk after people buy them
Q27,1000115,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",I don't know enough about them
Q27,1000127,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",I've heard reports of low quality merchandise being sold plus they are a Chinese owned company.
Q27,1000180,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",
Q27,1000296,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Their products are cheaply produced.
Q27,1000337,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",They sell cheap low quality products
Q27,1000587,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",extremely tired of cheap chinese imports
Q27,1000711,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",
Q27,1000718,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",I don't like the quality of the goods.
Q27,1000820,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Cheap goods and the quality is not good
Q27,1000966,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",I dont like fast fashion garbage.
Q27,1001091,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",I've no faith in most Chinese made products
Q27,1001100,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Slave labor and no money being spent in the usa
Q27,1001106,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit", 
Q27,1001154,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Also distrust
Q27,1001676,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit","Poor quality products, many sellers on the site sell counterfeits or products made by underpaid workers"
Q27,1001701,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",The items look cheap and I dont trust that Ill get my items
Q27,1001756,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit","I think they're also another retail app where they sell products for cheap, but the products themselves fit the price since they're also cheap and poorly made."
Q27,2000045,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Have used in the past and sells low quality products.
Q27,2000113,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Their goods are known for being cheap quality
Q27,2000121,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",Cheap crapy stuff from China.
Q27,2000124,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",questionable quality and long shipping
Q27,2000136,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit", 
Q27,2000180,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit", 
Q27,2000260,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit",They sell fake products that are marketed afterwards as real.
Q27,2000800,Perception of Quality,Participants express concerns about the quality of products sold by AliExpress.,"cheap, low quality, poor quality, junk, scam, counterfeit", 
Q27,1000207,Shipping Concerns,Responses indicate dissatisfaction with shipping times and costs associated with AliExpress.,"long shipping, shipping costs, takes too long, slow shipping",Takes to long to get here
Q27,1000299,Shipping Concerns,Responses indicate dissatisfaction with shipping times and costs associated with AliExpress.,"long shipping, shipping costs, takes too long, slow shipping",cheap things and takes too long to ship
Q27,1000718,Shipping Concerns,Responses indicate dissatisfaction with shipping times and costs associated with AliExpress.,"long shipping, shipping costs, takes too long, slow shipping",I don't like the quality of the goods.
Q27,1001750,Shipping Concerns,Responses indicate dissatisfaction with shipping times and costs associated with AliExpress.,"long shipping, shipping costs, takes too long, slow shipping","Because their items are very cheap, quality and they take a long time to come when you order them"
Q27,2000564,Shipping Concerns,Responses indicate dissatisfaction with shipping times and costs associated with AliExpress.,"long shipping, shipping costs, takes too long, slow shipping",Ordered a seal-a-meal type product in 2020 and took 4 months to get to me.
Q27,2000576,Shipping Concerns,Responses indicate dissatisfaction with shipping times and costs associated with AliExpress.,"long shipping, shipping costs, takes too long, slow shipping","Long shipping times. inconsistent product quality, and unreliable sellers."
Q27,2000615,Shipping Concerns,Responses indicate dissatisfaction with shipping times and costs associated with AliExpress.,"long shipping, shipping costs, takes too long, slow shipping", 
Q27,1000115,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation",I don't know enough about them
Q27,1000598,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation", 
Q27,1000689,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation",Dont really trust the service
Q27,1000703,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation",I do not trust Chinese companies currently
Q27,1001101,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation", 
Q27,1001116,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation","I do not feel comfortable using this app to make purchases.  It may be wonderful, but I do not trust it."
Q27,1001154,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation",Also distrust
Q27,1001677,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation",I never hear anything good about it. It's too cheap or things don't show up. It just seems like a waste.
Q27,2000615,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation", 
Q27,2000680,Trust Issues,"Participants express a lack of trust in AliExpress, often due to its association with Chinese manufacturing.","don't trust, unreliable, scam, suspicious, bad reputation", 
Q27,1000297,Environmental Concerns,Responses highlight concerns about the environmental impact of products sold by AliExpress.,"pollution, waste, environment, cheap products, consumerism",Bad impact on the environment
Q27,1000711,Environmental Concerns,Responses highlight concerns about the environmental impact of products sold by AliExpress.,"pollution, waste, environment, cheap products, consumerism",
Q27,1001751,Environmental Concerns,Responses highlight concerns about the environmental impact of products sold by AliExpress.,"pollution, waste, environment, cheap products, consumerism",It's quick fashion which creates a lot of waste that pollutes the environment
Q27,2000615,Environmental Concerns,Responses highlight concerns about the environmental impact of products sold by AliExpress.,"pollution, waste, environment, cheap products, consumerism", 
Q27,2000680,Environmental Concerns,Responses highlight concerns about the environmental impact of products sold by AliExpress.,"pollution, waste, environment, cheap products, consumerism", 
Q27,1000756,Cultural and Political Associations,Participants express negative feelings towards AliExpress due to its Chinese origins and perceived connections to the Chinese government.,"Chinese company, CCP, foreign, communist, government ties",It is a Chinese based company. A country that United States and United Nations have been at war with since the fall of 1950.
Q27,1001185,Cultural and Political Associations,Participants express negative feelings towards AliExpress due to its Chinese origins and perceived connections to the Chinese government.,"Chinese company, CCP, foreign, communist, government ties","this another Chinese company, I prefer to support American companies even if their mechandise costs more, I am not supporting a Chinese company because China is trying to take over the world"
Q27,1001256,Cultural and Political Associations,Participants express negative feelings towards AliExpress due to its Chinese origins and perceived connections to the Chinese government.,"Chinese company, CCP, foreign, communist, government ties",chinese government control
Q27,1001272,Cultural and Political Associations,Participants express negative feelings towards AliExpress due to its Chinese origins and perceived connections to the Chinese government.,"Chinese company, CCP, foreign, communist, government ties",They serve the interest of the CCP.
Q27,2000121,Cultural and Political Associations,Participants express negative feelings towards AliExpress due to its Chinese origins and perceived connections to the Chinese government.,"Chinese company, CCP, foreign, communist, government ties",Cheap crapy stuff from China.
Q27,2000180,Cultural and Political Associations,Participants express negative feelings towards AliExpress due to its Chinese origins and perceived connections to the Chinese government.,"Chinese company, CCP, foreign, communist, government ties", 
Q27,2000305,Cultural and Political Associations,Participants express negative feelings towards AliExpress due to its Chinese origins and perceived connections to the Chinese government.,"Chinese company, CCP, foreign, communist, government ties", 
Q27,1000131,Product Variety and Usefulness,Some participants mention that the products offered by AliExpress are not useful or relevant to them.,"not useful, variety, stuff I don't need, unnecessary",They sell alot of stuff I have no use for.
Q27,1000281,Product Variety and Usefulness,Some participants mention that the products offered by AliExpress are not useful or relevant to them.,"not useful, variety, stuff I don't need, unnecessary",Another company selling variety of products
Q27,1000292,Product Variety and Usefulness,Some participants mention that the products offered by AliExpress are not useful or relevant to them.,"not useful, variety, stuff I don't need, unnecessary",Encourages debt
Q27,1000727,Product Variety and Usefulness,Some participants mention that the products offered by AliExpress are not useful or relevant to them.,"not useful, variety, stuff I don't need, unnecessary",Another cheap site that sells junk.
Q27,2000049,Product Variety and Usefulness,Some participants mention that the products offered by AliExpress are not useful or relevant to them.,"not useful, variety, stuff I don't need, unnecessary",More cheap and poorly made stuff I dont need
Q27,1000597,Negative Experiences,"Participants recount personal negative experiences with AliExpress, including poor customer service and product issues.","bad experience, customer service, refund issues, scams",They tried ripping me off on a ebike I bought by picturing the whole bike for a price but it was really just the battery
Q27,1001733,Negative Experiences,"Participants recount personal negative experiences with AliExpress, including poor customer service and product issues.","bad experience, customer service, refund issues, scams",Ordered something and never received it or a refund
Q27,2000615,Negative Experiences,"Participants recount personal negative experiences with AliExpress, including poor customer service and product issues.","bad experience, customer service, refund issues, scams", 
Q27,2000680,Negative Experiences,"Participants recount personal negative experiences with AliExpress, including poor customer service and product issues.","bad experience, customer service, refund issues, scams", 
Q27,1000055,General Disinterest,Some participants express a general lack of interest or knowledge about AliExpress.,"don't know, not familiar, no opinion, not interested",
Q27,1000115,General Disinterest,Some participants express a general lack of interest or knowledge about AliExpress.,"don't know, not familiar, no opinion, not interested",I don't know enough about them
Q27,1000687,General Disinterest,Some participants express a general lack of interest or knowledge about AliExpress.,"don't know, not familiar, no opinion, not interested",Dont know enough about it
Q27,1000697,General Disinterest,Some participants express a general lack of interest or knowledge about AliExpress.,"don't know, not familiar, no opinion, not interested",Don't know enough about them
Q27,1000975,General Disinterest,Some participants express a general lack of interest or knowledge about AliExpress.,"don't know, not familiar, no opinion, not interested",I havent been familiar with it
Q27,2001050,General Disinterest,Some participants express a general lack of interest or knowledge about AliExpress.,"don't know, not familiar, no opinion, not interested",I don't know or have not heard of the company
Q27,2001061,General Disinterest,Some participants express a general lack of interest or knowledge about AliExpress.,"don't know, not familiar, no opinion, not interested", 
